SentenceId,Sentiment,Phrase
2316,1,"The story is also as unoriginal as they come , already having been recycled more times than I 'd care to count ."
2317,3,"Passionate , irrational , long-suffering but cruel as a tarantula , Helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats ."
2318,3,"Initially gripping , eventually cloying POW drama ."
2319,4,"Methodical , measured , and gently tedious in its comedy , Secret Ballot is a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain ."
2320,3,Offers an interesting look at the rapidly changing face of Beijing .
2321,3,"Gaunt , silver-haired and leonine , -LRB- Harris -RRB- brings a tragic dimension and savage full-bodied wit and cunning to the aging Sandeman ."
2322,2,Just plain silly .
2323,3,"When it 's not wallowing in hormonal melodrama , `` Real Women Have Curves '' is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams ."
2324,3,There 's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance .
2325,0,This flat run at a hip-hop Tootsie is so poorly paced you could fit all of Pootie Tang in between its punchlines .
2326,4,A triumph of pure craft and passionate heart .
2327,3,imagine a scenario where Bergman approaches Swedish fatalism using Gary Larson 's Far Side humor
2328,2,"It 's really just another silly Hollywood action film , one among a multitude of simple-minded , yahoo-ing death shows ."
2329,0,This is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life .
2330,3,Deliberately and skillfully uses ambiguity to suggest possibilities which imbue the theme with added depth and resonance .
2331,4,"All of it works smoothly under the direction of Spielberg , who does a convincing impersonation here of a director enjoying himself immensely ."
2332,1,"The whole thing 's fairly lame , making it par for the course for Disney sequels ."
2333,3,"Even at its worst , it 's not half-bad ."
2334,1,"A visionary marvel , but it 's lacking a depth in storytelling usually found in anime like this ."
2335,3,Graced with the kind of social texture and realism that would be foreign in American teen comedies .
2336,0,"Like a bad improvisation exercise , the superficially written characters ramble on tediously about their lives , loves and the art they 're struggling to create ."
2337,3,A three-hour cinema master class .
2338,3,Beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart .
2339,4,"If you can get past the taboo subject matter , it will be well worth your time ."
2340,3,"While the now 72-year-old Robert Evans been slowed down by a stroke , he has at least one more story to tell : his own ."
2341,1,"More busy than exciting , more frantic than involving , more chaotic than entertaining ."
2342,3,"Precocious smarter-than-thou wayward teen struggles to rebel against his oppressive , right-wing , propriety-obsessed family ."
2343,2,"Any Chekhov is better than no Chekhov , but it would be a shame if this was your introduction to one of the greatest plays of the last 100 years ."
2344,3,Its adult themes of familial separation and societal betrayal are head and shoulders above much of the director 's previous popcorn work .
2345,0,You may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie .
2346,1,I did n't smile .
2347,1,"While some will object to the idea of a Vietnam picture with such a rah-rah , patriotic tone , Soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation ."
2348,1,Return to Neverland manages to straddle the line between another classic for the company and just another run-of-the-mill Disney sequel intended for the home video market .
2349,1,Shafer 's feature does n't offer much in terms of plot or acting .
2350,2,Was I scared ?
2351,1,"But Windtalkers does n't beat that one , either ."
2352,3,It 's funny .
2353,2,A case in point : Doug Pray 's Scratch .
2354,1,"Contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin ."
2355,4,"MacDowell ... gives give a solid , anguished performance that eclipses nearly everything else she 's ever done ."
2356,1,"This is a poster movie , a mediocre tribute to films like Them !"
2357,3,"Peppering this urban study with references to Norwegian folktales , Villeneuve creates in Maelstrom a world where the bizarre is credible and the real turns magical ."
2358,1,"No , I do n't know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money ."
2359,1,"In the era of The Sopranos , it feels painfully redundant and inauthentic ."
2360,0,You ca n't believe anyone would really buy this stuff .
2361,1,Long on twinkly-eyed close-ups and short on shame .
2362,1,"It 's plotless , shapeless -- and yet , it must be admitted , not entirely humorless ."
2363,1,"Each scene drags , underscoring the obvious , and sentiment is slathered on top ."
2364,1,"Outside of Burger 's desire to make some kind of film , it 's really unclear why this project was undertaken"
2365,0,I 'd rather watch a rerun of The Powerpuff Girls
2366,3,"It 's a talking head documentary , but a great one ."
2367,2,C'mon !
2368,1,"Director Shekhar Kapur and screenwriters Michael Schiffer and Hossein Amini have tried hard to modernize and reconceptualize things , but the barriers finally prove to be too great ."
2369,4,"This is DiCaprio 's best performance in anything ever , and easily the most watchable film of the year ."
2370,1,Everything about it from the bland songs to the colorful but flat drawings is completely serviceable and quickly forgettable .
2371,3,"Cineasts will revel in those visual in-jokes , as in the film 's verbal pokes at everything from the likes of Miramax chief Harvey Weinstein 's bluff personal style to the stylistic rigors of Denmark 's Dogma movement ."
2372,1,An uneven look into a grim future that does n't come close to the level of intelligence and visual splendour that can be seen in other films based on Philip K. Dick stories .
2373,2,You have enough finely tuned acting to compensate for the movie 's failings .
2374,0,All of the filmmakers ' calculations ca n't rescue Brown Sugar from the curse of blandness .
2375,2,"The dramatic crisis does n't always succeed in its quest to be taken seriously , but Huppert 's volatile performance makes for a riveting movie experience ."
2376,1,"Eddie Murphy and Owen Wilson have a cute partnership in I Spy , but the movie around them is so often nearly nothing that their charm does n't do a load of good ."
2377,0,There 's only one way to kill Michael Myers for good : stop buying tickets to these movies .
2378,4,"It makes compelling , provocative and prescient viewing ."
2379,0,The Country Bears wastes an exceptionally good idea .
2380,1,Conforms itself with creating a game of ` who 's who ' ... where the characters ' moves are often more predictable than their consequences .
2381,3,"A different and emotionally reserved type of survival story -- a film less about refracting all of World War II through the specific conditions of one man , and more about that man lost in its midst ."
2382,1,"Sure , I hated myself in the morning ."
2383,4,"A rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending ."
2384,0,"Swims in mediocrity , sticking its head up for a breath of fresh air now and then ."
2385,3,"Happily , some things are immune to the folly of changing taste and attitude ."
2386,4,Great over-the-top moviemaking if you 're in a slap-happy mood .
2387,0,Swiftly deteriorates into a terribly obvious melodrama and rough-hewn vanity project for lead actress Andie MacDowell .
2388,0,"As gamely as the movie tries to make sense of its title character , there remains a huge gap between the film 's creepy , clean-cut Dahmer -LRB- Jeremy Renner -RRB- and fiendish acts that no amount of earnest textbook psychologizing can bridge ."
2389,2,foreshadowing
2390,3,"This film is so different from The Apple and so striking that it can only encourage us to see Samira Makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success ."
2391,1,Sometimes makes less sense than the Bruckheimeresque American action flicks it emulates .
2392,0,Terrible .
2393,0,Tiresomely derivative and hammily acted .
2394,1,"The film 's final hour , where nearly all the previous unseen material resides , is unconvincing soap opera that Tornatore was right to cut ."
2395,2,"Witherspoon puts to rest her valley-girl image , but it 's Dench who really steals the show ."
2396,1,"Lookin ' for sin , American-style ?"
2397,2,Dolman confines himself to shtick and sentimentality -- the one bald and the other sloppy .
2398,3,An intelligent romantic thriller of a very old-school kind of quality .
2399,3,"Even if The Ring has a familiar ring , it 's still unusually crafty and intelligent for Hollywood horror ."
2400,3,"The usual movie rah-rah , pleasantly and predictably delivered in low-key style by director Michael Apted and writer Tom Stoppard ."
2401,4,"An intelligent and deeply felt work about impossible , irrevocable choices and the price of making them ."
2402,3,A diverse and astonishingly articulate cast of Palestinian and Israeli children .
2403,0,... what a banal bore the preachy Circuit turns out to be
2404,2,"It would be disingenuous to call Reno a great film , but you can say that about most of the flicks moving in and out of the multiplex ."
2405,1,By-the-numbers yarn .
2406,3,Part of the charm of Satin Rouge is that it avoids the obvious with humour and lightness .
2407,4,A movie of technical skill and rare depth of intellect and feeling .
2408,0,"Cruel and inhuman cinematic punishment ... simultaneously degrades its characters , its stars and its audience ."
2409,1,The only fun part of the movie is playing the obvious game .
2410,2,Photographed with melancholy richness and eloquently performed yet also decidedly uncinematic .
2411,1,"Kapur fails to give his audience a single character worth rooting for -LRB- or worth rooting against , for that matter -RRB- ."
2412,1,Has lost some of the dramatic conviction that underlies the best of comedies ...
2413,2,"Seeing Seinfeld at home as he watches his own appearance on Letterman with a clinical eye reminds you that the key to stand-up is to always make it look easy , even though the reality is anything but ."
2414,4,"An engrossing story that combines psychological drama , sociological reflection , and high-octane thriller ."
2415,3,A movie in which laughter and self-exploitation merge into jolly soft-porn 'em powerment . '
2416,0,"If you really want to understand what this story is really all about , you 're far better served by the source material ."
2417,3,Lightweight but appealing .
2418,1,"Well , this movie proves you wrong on both counts ."
2419,2,"A very familiar tale , one that 's been told by countless filmmakers about Italian - , Chinese - , Irish - , Latin - , Indian - , Russian - and other hyphenate American young men struggling to balance conflicting cultural messages ."
2420,4,That 's fun for kids of any age .
2421,1,Why would anyone cast the magnificent Jackie Chan in a movie full of stunt doubles and special effects ?
2422,3,"Koury frighteningly and honestly exposes one teenager 's uncomfortable class resentment and , in turn , his self-inflicted retaliation ."
2423,4,"Terrific performances , great to look at , and funny ."
2424,3,An unorthodox little film noir organized crime story that includes one of the strangest love stories you will ever see .
2425,3,Neatly constructed thriller .
2426,4,"One of the best silly horror movies of recent memory , with some real shocks in store for unwary viewers ."
2427,4,The most brilliant work in this genre since the 1984 uncut version of Sergio Leone 's flawed but staggering Once Upon a Time in America .
2428,3,The beautifully choreographed kitchen ballet is simple but absorbing .
2429,3,Cool .
2430,2,`` Me Without You '' is a probing examination of a female friendship set against a few dynamic decades .
2431,2,This sort of cute and cloying material is far from Zhang 's forte and it shows .
2432,2,The first half bursts with a goofy energy previous Disney films only used for a few minutes here and there .
2433,0,A peculiar misfire that even Tunney ca n't save .
2434,3,Coppola has made a film of intoxicating atmosphere and little else .
2435,2,The film has a childlike quality about it .
2436,1,"There 's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes ."
2437,3,Broomfield has a rather unique approach to documentary .
2438,3,"-LRB- There 's -RRB- quite a bit of heart , as you would expect from the directors of The Little Mermaid and Aladdin ."
2439,1,Never inspires more than an interested detachment .
2440,3,Combines a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration .
2441,4,"If `` Lilo & Stitch '' is n't the most edgy piece of Disney animation to hit the silver screen , then this first film to use a watercolor background since `` Dumbo '' certainly ranks as the most original in years ."
2442,3,"Indeed , the more outrageous bits achieve a shock-you-into-laughter intensity of almost Dadaist proportions ."
2443,1,"A grating , emaciated flick ."
2444,2,Dense and thoughtful and brimming with ideas that are too complex to be rapidly absorbed .
2445,3,"It ai n't art , by a long shot , but unlike last year 's lame Musketeer , this Dumas adaptation entertains ."
2446,0,What 's missing in Murder by Numbers is any real psychological grounding for the teens ' deviant behaviour .
2447,0,The Master of Disguise is awful .
2448,1,"Nelson 's intentions are good , but the end result does no justice to the story itself ."
2449,3,"A hypnotic portrait of this sad , compulsive life ."
2450,3,"-LRB- The film -RRB- tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it 's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful ."
2451,3,Troubling and powerful .
2452,0,Director Douglas McGrath takes on Nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading .
2453,1,What 's infuriating about Full Frontal is that it 's too close to real life to make sense .
2454,4,Piccoli gives a superb performance full of deep feeling .
2455,1,-LRB- Stevens is -RRB- so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits .
2456,3,Funny and also heartwarming without stooping to gooeyness .
2457,0,Most of the dialogue made me want to pack raw dough in my ears .
2458,2,A sincere but dramatically conflicted gay coming-of-age tale .
2459,3,A wild ride of a movie that keeps throwing fastballs .
2460,0,It 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .
2461,1,"A very slow , uneventful ride around a pretty tattered old carousel ."
2462,3,"Although Olivier Assayas ' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation ... its three-hour running time plays closer to two ."
2463,0,"Like life on the island , the movie grows boring despite the scenery ."
2464,4,Jones has delivered a solidly entertaining and moving family drama .
2465,2,An intriguing near-miss .
2466,1,"Scooby-Doo does n't know if it wants to be a retro-refitting exercise in campy recall for older fans or a silly , Nickelodeon-esque kiddie flick ."
2467,1,... del Toro maintains a dark mood that makes the film seem like something to endure instead of enjoy .
2468,2,Sometimes shorter is better .
2469,4,"Peter Jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime Tolkien fan or a movie-going neophyte could want ."
2470,1,David Spade as Citizen Kane ?
2471,4,It 's a great American adventure and a wonderful film to bring to IMAX .
2472,2,A glorious mess .
2473,0,"Never having seen the first two films in the series , I ca n't compare Friday After Next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days ."
2474,3,... standard guns versus martial arts cliche with little new added .
2475,3,"Pratfalls aside , Barbershop gets its greatest play from the timeless spectacle of people really talking to each other ."
2476,1,"tale will be all too familiar for anyone who 's seen George Roy Hill 's 1973 film , `` The Sting . ''"
2477,1,"Showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again ."
2478,2,A savage John Waters-like humor that dances on the edge of tastelessness without ever quite falling over .
2479,4,"Victor Rosa is Leguizamo 's best movie work so far , a subtle and richly internalized performance ."
2480,1,But it 's also disappointing to a certain degree .
2481,4,"Pete 's screenplay manages to find that real natural , even-flowing tone that few movies are able to accomplish ."
2482,1,"This is a third-person story now , told by Hollywood , and much more ordinary for it ."
2483,1,Fails to convince the audience that these brats will ever be anything more than losers .
2484,3,"It 's a smart , funny look at an arcane area of popular culture , and if it is n't entirely persuasive , it does give exposure to some talented performers ."
2485,2,Does what should seem impossible : it makes serial killer Jeffrey Dahmer boring .
2486,1,`` One look at a girl in tight pants and big tits and you turn stupid ? ''
2487,4,"This Chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare ."
2488,4,"Pacino and Williams seem to keep upping the ante on each other , just as their characters do in the film ."
2489,4,"A fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries ."
2490,4,"The best didacticism is one carried by a strong sense of humanism , and Bertrand Tavernier 's oft-brilliant Safe Conduct -LRB- `` Laissez-passer '' -RRB- wears its heart on its sleeve ."
2491,2,The movie is a little tired ; maybe the original inspiration has run its course .
2492,3,Schrader examines Crane 's decline with unblinking candor .
2493,4,"Like Edward Norton in American History X , Ryan Gosling -LRB- Murder By Numbers -RRB- delivers a magnetic performance ."
2494,4,"If you love the music , and I do , its hard to imagine having more fun watching a documentary ..."
2495,1,"But first , you have to give the audience a reason to want to put for that effort"
2496,3,"As relationships shift , director Robert J. Siegel allows the characters to inhabit their world without cleaving to a narrative arc ."
2497,1,"Contains all the substance of a Twinkie -- easy to swallow , but scarcely nourishing ."
2498,2,"A minor work yet there 's no denying the potency of Miller 's strange , fleeting brew of hopeful perseverance and hopeless closure ."
2499,3,Harks back to a time when movies had more to do with imagination than market research .
2500,3,"Like a Tarantino movie with heart , Alias Betty is richly detailed , deftly executed and utterly absorbing ."
2501,3,"The Four Feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox ."
2502,2,Is truth stranger than fiction ?
2503,3,"Although it lacks the detail of the book , the film does pack some serious suspense ."
2504,4,It 's a masterpeice .
2505,2,Diverting French comedy in which a husband has to cope with the pesky moods of jealousy .
2506,1,"A little too ponderous to work as shallow entertainment , not remotely incisive enough to qualify as drama , Monsoon Wedding serves mostly to whet one 's appetite for the Bollywood films ."
2507,2,Feels untidily honest .
2508,0,"No big whoop , nothing new to see , zero thrills , too many flashbacks and a choppy ending make for a bad film ."
2509,2,"Feels slight , as if it were an extended short , albeit one made by the smartest kids in class ."
2510,3,A chilling tale of one of the great crimes of 20th Century France : the murder of two rich women by their servants in 1933 .
2511,1,The kind of movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics .
2512,3,"S1M0NE 's satire is not subtle , but it is effective ."
2513,2,"It 's all gratuitous before long , as if Schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story ."
2514,1,"-LRB- Toback 's -RRB- fondness for fancy split-screen , stuttering editing and pompous references to Wittgenstein and Kirkegaard ... blends uneasily with the titillating material ."
2515,3,The Cat 's Meow marks a return to form for director Peter Bogdanovich ...
2516,1,"The director mostly plays it straight , turning Leys ' fable into a listless climb down the social ladder ."
2517,2,The limited sets and small confined and dark spaces also are homages to a classic low-budget film noir movie .
2518,2,"Has not so much been written as assembled , Frankenstein-like , out of other , marginally better shoot-em-ups ."
2519,1,"But this time , the old MIB label stands for Milder Is n't Better ."
2520,3,"Art-house to the core , Read My Lips is a genre-curling crime story that revives the free-wheeling noir spirit of old French cinema ."
2521,3,"Based on Dave Barry 's popular book of the same name , the movie benefits from having a real writer plot out all of the characters ' moves and overlapping story ."
2522,1,"Despite some charm and heart , this quirky soccer import is forgettable"
2523,1,"The weird thing about The Santa Clause 2 , purportedly a children 's movie , is that there is nothing in it to engage children emotionally ."
2524,2,This sci-fi techno-sex thriller starts out bizarre and just keeps getting weirder .
2525,1,Hip-hop rarely comes alive as its own fire-breathing entity in this picture .
2526,2,"The origin story is well told , and the characters will not disappoint anyone who values the original comic books ."
2527,1,Inconsequential road-and-buddy pic .
2528,1,"If Disney 's Cinderella proved that ' a dream is a wish your heart makes , ' then Cinderella II proves that a nightmare is a wish a studio 's wallet makes ."
2529,0,This strenuously unfunny Showtime deserves the hook .
2530,3,Jonathan Parker 's Bartleby should have been the be-all-end-all of the modern-office anomie films .
2531,4,He has a great cast and a great idea .
2532,0,"Ozpetek offers an AIDS subtext , skims over the realities of gay sex , and presents yet another tired old vision of the gay community as an all-inclusive world where uptight , middle class bores like Antonia can feel good about themselves ."
2533,0,The movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man .
2534,4,"Hailed as a clever exercise in neo-Hitchcockianism , this clever and very satisfying picture is more accurately Chabrolian ."
2535,1,"` Synthetic ' is the best description of this well-meaning , beautifully produced film that sacrifices its promise for a high-powered star pedigree ."
2536,4,A no-holds-barred cinematic treat .
2537,1,"The Quiet American is n't a bad film , it 's just one that could easily wait for your pay per view dollar ."
2538,2,"The animation and backdrops are lush and inventive , yet Return to Neverland never manages to take us to that elusive , lovely place where we suspend our disbelief ."
2539,1,The fetid underbelly of fame has never looked uglier .
2540,2,Witless but watchable .
2541,3,A sensitive and astute first feature by Anne-Sophie Birot .
2542,3,The charms of the lead performances allow us to forget most of the film 's problems .
2543,1,A dark comedy that goes for sick and demented humor simply to do so .
2544,3,"Together , Miller , Kuras and the actresses make Personal Velocity into an intricate , intimate and intelligent journey ."
2545,3,"A very well-meaning movie , and it will stand in future years as an eloquent memorial to the World Trade Center tragedy ."
2546,1,"Though clearly well-intentioned , this cross-cultural soap opera is painfully formulaic and stilted ."
2547,3,"With so many bad romances out there , this is the kind of movie that deserves a chance to shine ."
2548,3,"-LRB- Shyamalan -RRB- continues to cut a swathe through mainstream Hollywood , while retaining an integrity and refusing to compromise his vision ."
2549,3,"What redeems the film is the cast , particularly the Ya-Yas themselves ."
2550,0,"The only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers ."
2551,2,One thing is for sure : This movie does not tell you a whole lot about Lily Chou-Chou .
2552,3,`` Birthday Girl '' is an actor 's movie first and foremost .
2553,4,"Despite its floating narrative , this is a remarkably accessible and haunting film ."
2554,4,"One of those movies that catches you up in something bigger than yourself , namely , an archetypal desire to enjoy good trash every now and then ."
2555,2,Now I can see why people thought I was too hard on `` The Mothman Prophecies '' .
2556,2,The most anti-human big studio picture since 3000 Miles to Graceland .
2557,0,The only thing `` swept away '' is the one hour and thirty-three minutes spent watching this waste of time .
2558,2,A preposterously melodramatic paean to gang-member teens in Brooklyn circa 1958 .
2559,3,Jacquot 's strategy allows his cast the benefit of being able to give full performances ... while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself .
2560,4,Visually captivating .
2561,1,"Unfortunately , that 's precisely what Arthur Dong 's Family Fundamentals does ."
2562,1,"While Hollywood Ending has its share of belly laughs -LRB- including a knockout of a closing line -RRB- , the movie winds up feeling like a great missed opportunity ."
2563,1,The film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative .
2564,0,Our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender -- and I know this because I 've seen ` jackass : the movie . '
2565,4,Nothing short of a masterpiece -- and a challenging one .
2566,0,"Frankly , it 's kind of insulting , both to men and women ."
2567,2,"A respectable but uninspired thriller that 's intelligent and considered in its details , but ultimately weak in its impact ."
2568,0,One of the worst movies of the year .
2569,1,"Ignore the reputation , and ignore the film ."
2570,0,Predictably soulless techno-tripe .
2571,2,"This English-language version ... does full honor to Miyazaki 's teeming and often unsettling landscape , and to the conflicted complexity of his characters ."
2572,1,The skills of a calculus major at M.I.T. are required to balance all the formulaic equations in the long-winded heist comedy Who Is Cletis Tout ?
2573,3,"Expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women ."
2574,4,Nicholson 's understated performance is wonderful .
2575,1,It 's just that it 's so not-at-all-good .
2576,1,I suspect that there are more interesting ways of dealing with the subject .
2577,3,"It 's a quirky , off-beat project ."
2578,1,"We have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat ."
2579,1,"Stuffy , full of itself , morally ambiguous and nothing to shout about ."
2580,3,"As the dominant Christine , Sylvie Testud is icily brilliant ."
2581,0,"The effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable ."
2582,3,Viva le Resistance !
2583,2,Every child 's story is what matters .
2584,2,Spend your Benjamins on a matinee .
2585,2,... a lesson in prehistoric hilarity .
2586,3,"A tone of rueful compassion ... reverberates throughout this film , whose meaning and impact is sadly heightened by current world events ."
2587,4,"The overall fabric is hypnotic , and Mr. Mattei fosters moments of spontaneous intimacy ."
2588,0,"If there was any doubt that Peter O'Fallon did n't have an original bone in his body , A Rumor of Angels should dispel it ."
2589,4,The animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst .
2590,1,"Choppy , overlong documentary about ` The Lifestyle . '"
2591,0,"Due to stodgy , soap opera-ish dialogue , the rest of the cast comes across as stick figures reading lines from a TelePrompTer ."
2592,4,I have n't laughed that hard in years !
2593,4,"With a cast of A-list Brit actors , it is worth searching out ."
2594,1,The new film of Anton Chekhov 's The Cherry Orchard puts the ` ick ' in ` classic . '
2595,4,"The movie is well crafted , and well executed ."
2596,4,It 's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother\/daughter pair .
2597,0,Would Benigni 's Italian Pinocchio have been any easier to sit through than this hastily dubbed disaster ?
2598,3,"Despite an overwrought ending , the film works as well as it does because of the performances ."
2599,1,"Cinematic pyrotechnics aside , the only thing Avary seems to care about are mean giggles and pulchritude ."
2600,2,"The good is very , very good ... The rest runs from mildly unimpressive to despairingly awful ."
2601,3,"Watching these two actors play against each other so intensely , but with restraint , is a treat ."
2602,2,What 's the most positive thing that can be said about the new Rob Schneider vehicle ?
2603,1,Too infuriatingly quirky and taken with its own style .
2604,1,"Watching Queen of the Damned is like reading a research paper , with special effects tossed in ."
2605,0,Adam Sandler 's Eight Crazy Nights grows on you -- like a rash .
2606,2,"The actresses may have worked up a back story for the women they portray so convincingly , but viewers do n't get enough of that background for the characters to be involving as individuals rather than types ."
2607,3,A complex psychological drama about a father who returns to his son 's home after decades away .
2608,0,"The movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it ."
2609,4,A minor film with major pleasures from Portuguese master Manoel de Oliviera ...
2610,4,"For VeggieTales fans , this is more appetizing than a side dish of asparagus ."
2611,4,"If the real-life story is genuinely inspirational , the movie stirs us as well ."
2612,3,-LRB- Gayton 's script -RRB- telegraphs every discovery and layers on the gloss of convenience .
2613,3,"No , it 's not as single-minded as John Carpenter 's original , but it 's sure a lot smarter and more unnerving than the sequels ."
2614,1,"This starts off with a 1950 's Doris Day feel and it gets very ugly , very fast ."
2615,3,"Blessed with two fine , nuanced lead performances ."
2616,3,What 's next ?
2617,2,"If you 're paying attention , the `` big twists '' are pretty easy to guess - but that does n't make the movie any less entertaining ."
2618,4,"If you 're a comic fan , you ca n't miss it ."
2619,3,Earnest and heartfelt but undernourished and plodding .
2620,4,"Fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm ."
2621,3,Pipe Dream does have its charms .
2622,2,What could have been a pointed little chiller about the frightening seductiveness of new technology loses faith in its own viability and succumbs to joyless special-effects excess .
2623,3,Brosnan is more feral in this film than I 've seen him before and Halle Berry does her best to keep up with him .
2624,3,"Director Carl Franklin , so crisp and economical in One False Move , bogs down in genre cliches here ."
2625,4,"A thoughtful , reverent portrait of what is essentially a subculture , with its own rules regarding love and family , governance and hierarchy ."
2626,0,But ticket-buyers with great expectations will wind up as glum as Mr. De Niro .
2627,1,"From its nauseating spinning credits sequence to a very talented but underutilized supporting cast , Bartleby squanders as much as it gives out ."
2629,1,"-LRB- Davis -RRB- wants to cause his audience an epiphany , yet he refuses to give us real situations and characters ."
2630,4,But darned if it does n't also keep us riveted to our seats .
2631,0,Rashomon-for-dipsticks tale .
2632,3,"Good actors have a radar for juicy roles -- there 's a plethora of characters in this picture , and not one of them is flat ."
2633,3,A genuine mind-bender .
2634,3,This bracingly truthful antidote to Hollywood teenage movies that slather Clearasil over the blemishes of youth captures the combustible mixture of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty .
2635,3,An unexpectedly sweet story of sisterhood .
2636,2,"Ultimately , Jane learns her place as a girl , softens up and loses some of the intensity that made her an interesting character to begin with ."
2637,4,"It 's a beautiful film , full of elaborate and twisted characters - and it 's also pretty funny ."
2638,3,"It 's an ambitious film , and as with all ambitious films , it has some problems ."
2639,1,Nothing too deep or substantial .
2640,1,Disney again ransacks its archives for a quick-buck sequel .
2641,3,"A vivid , spicy footnote to history , and a movie that grips and holds you in rapt attention from start to finish ."
2642,1,"Without a fresh infusion of creativity , 4Ever is neither a promise nor a threat so much as wishful thinking ."
2643,3,"Despite its flaws , Crazy as Hell marks an encouraging new direction for La Salle ."
2644,3,A low-key labor of love that strikes a very resonant chord .
2645,1,"The movie attempts to mine laughs from a genre -- the gangster\/crime comedy -- that wore out its welcome with audiences several years ago , and its cutesy reliance on movie-specific cliches is n't exactly endearing ."
2646,4,"The urban landscapes are detailed down to the signs on the kiosks , and the color palette , with lots of somber blues and pinks , is dreamy and evocative ."
2647,3,Cho 's latest comic set is n't as sharp or as fresh as I 'm the One That I Want ... but it 's still damn funny stuff .
2648,1,"While it is welcome to see a Chinese film depict a homosexual relationship in a mature and frank fashion , Lan Yu never catches dramatic fire ."
2649,3,"The real triumphs in Igby come from Philippe , who makes Oliver far more interesting than the character 's lines would suggest , and Sarandon , who could n't be better as a cruel but weirdly likable WASP matron ."
2650,3,"A plethora of engaging diatribes on the meaning of ` home , ' delivered in grand passion by the members of the various households ."
2651,2,A coming-of-age film
2652,4,"Ourside the theatre Roger might be intolerable company , but inside it he 's well worth spending some time with ."
2653,1,"Despite its visual virtuosity , ` Naqoyqatsi ' is banal in its message and the choice of material to convey it ."
2654,0,"Stealing Harvard does n't care about cleverness , wit or any other kind of intelligent humor ."
2655,4,"What I saw , I enjoyed ."
2656,0,"The Sum of All Fears pretends to be a serious exploration of nuclear terrorism , but it 's really nothing more than warmed-over Cold War paranoia ."
2657,4,Morton deserves an Oscar nomination .
2658,0,A sentimental mess that never rings true .
2659,1,"Some episodes work , some do n't ."
2660,3,"For those of an indulgent , slightly sunbaked and summery mind , Sex and Lucia may well prove diverting enough ."
2661,1,Represents the depths to which the girls-behaving-badly film has fallen .
2662,0,Pompous and garbled .
